Status,Date/Time,Staff number,Row number,Action,Data item,Before,After,Message
SUCCESS,21/07/2014 11:09,'AB210711A',13,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210711A',13,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210711A',13,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210711A',13,JOINER,Username,,'AB210711A',
SUCCESS,21/07/2014 11:09,'AB210712A',14,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210712A',14,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210712A',14,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210712A',14,JOINER,Username,,'AB210712A',
SUCCESS,21/07/2014 11:09,'AB210713A',15,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210713A',15,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210713A',15,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210713A',15,JOINER,Username,,'AB210713A',
SUCCESS,21/07/2014 11:09,'AB210714A',16,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210714A',16,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210714A',16,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210714A',16,JOINER,Username,,'AB210714A',
SUCCESS,21/07/2014 11:09,'AB210715A',17,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210715A',17,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210715A',17,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210715A',17,JOINER,Username,,'AB210715A',
SUCCESS,21/07/2014 11:09,'AB210716A',18,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210716A',18,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210716A',18,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210716A',18,JOINER,Username,,'AB210716A',
SUCCESS,21/07/2014 11:09,'AB210717A',19,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210717A',19,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210717A',19,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210717A',19,JOINER,Username,,'AB210717A',
SUCCESS,21/07/2014 11:09,'AB210718A',20,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210718A',20,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210718A',20,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210718A',20,JOINER,Username,,'AB210718A',
SUCCESS,21/07/2014 11:09,'AB210719A',21,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210719A',21,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210719A',21,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210719A',21,JOINER,Username,,'AB210719A',
SUCCESS,21/07/2014 11:09,'AB210720A',22,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210720A',22,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210720A',22,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210720A',22,JOINER,Username,,'AB210720A',
SUCCESS,21/07/2014 11:09,'AB210721A',23,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210721A',23,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210721A',23,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210721A',23,JOINER,Username,,'AB210721A',
SUCCESS,21/07/2014 11:09,'AB210722A',24,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210722A',24,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210722A',24,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210722A',24,JOINER,Username,,'AB210722A',
SUCCESS,21/07/2014 11:09,'AB210723A',25,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210723A',25,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210723A',25,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210723A',25,JOINER,Username,,'AB210723A',
SUCCESS,21/07/2014 11:09,'AB210724A',26,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210724A',26,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210724A',26,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210724A',26,JOINER,Username,,'AB210724A',
SUCCESS,21/07/2014 11:09,'AB210725A',27,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210725A',27,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210725A',27,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210725A',27,JOINER,Username,,'AB210725A',
SUCCESS,21/07/2014 11:09,'AB210726A',28,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210726A',28,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210726A',28,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210726A',28,JOINER,Username,,'AB210726A',
SUCCESS,21/07/2014 11:09,'AB210727A',29,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 01/12/2013
SUCCESS,21/07/2014 11:09,'AB210727A',29,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210727A',29,JOINER,Benefit effective date,,'01/12/2013',
SUCCESS,21/07/2014 11:09,'AB210727A',29,JOINER,Username,,'AB210727A',
SUCCESS,21/07/2014 11:09,'AB210728A',30,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210728A',30,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210728A',30,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210728A',30,JOINER,Username,,'AB210728A',
SUCCESS,21/07/2014 11:09,'AB210729A',31,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210729A',31,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210729A',31,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210729A',31,JOINER,Username,,'AB210729A',
SUCCESS,21/07/2014 11:09,'AB210730A',32,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210730A',32,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210730A',32,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210730A',32,JOINER,Username,,'AB210730A',
SUCCESS,21/07/2014 11:09,'AB210731A',33,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210731A',33,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210731A',33,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210731A',33,JOINER,Username,,'AB210731A',
SUCCESS,21/07/2014 11:09,'AB210732A',34,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210732A',34,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210732A',34,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210732A',34,JOINER,Username,,'AB210732A',
SUCCESS,21/07/2014 11:09,'AB210733A',35,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210733A',35,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210733A',35,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210733A',35,JOINER,Username,,'AB210733A',
SUCCESS,21/07/2014 11:09,'AB210734A',36,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210734A',36,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210734A',36,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210734A',36,JOINER,Username,,'AB210734A',
SUCCESS,21/07/2014 11:09,'AB210735A',37,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210735A',37,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210735A',37,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210735A',37,JOINER,Username,,'AB210735A',
SUCCESS,21/07/2014 11:09,'AB210736A',38,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210736A',38,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210736A',38,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210736A',38,JOINER,Username,,'AB210736A',
SUCCESS,21/07/2014 11:09,'AB210737A',39,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210737A',39,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210737A',39,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210737A',39,JOINER,Username,,'AB210737A',
SUCCESS,21/07/2014 11:09,'AB210738A',40,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210738A',40,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210738A',40,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210738A',40,JOINER,Username,,'AB210738A',
SUCCESS,21/07/2014 11:09,'AB210739A',41,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210739A',41,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210739A',41,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210739A',41,JOINER,Username,,'AB210739A',
SUCCESS,21/07/2014 11:09,'AB210740A',42,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210740A',42,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210740A',42,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210740A',42,JOINER,Username,,'AB210740A',
SUCCESS,21/07/2014 11:09,'AB210741A',43,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210741A',43,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210741A',43,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210741A',43,JOINER,Username,,'AB210741A',
SUCCESS,21/07/2014 11:09,'AB210742A',44,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210742A',44,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210742A',44,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210742A',44,JOINER,Username,,'AB210742A',
SUCCESS,21/07/2014 11:09,'AB210743A',45,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210743A',45,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210743A',45,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210743A',45,JOINER,Username,,'AB210743A',
SUCCESS,21/07/2014 11:09,'AB210744A',46,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210744A',46,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210744A',46,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210744A',46,JOINER,Username,,'AB210744A',
SUCCESS,21/07/2014 11:09,'AB210745A',47,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210745A',47,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210745A',47,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210745A',47,JOINER,Username,,'AB210745A',
SUCCESS,21/07/2014 11:09,'AB210746A',48,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210746A',48,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210746A',48,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210746A',48,JOINER,Username,,'AB210746A',
SUCCESS,21/07/2014 11:09,'AB210747A',49,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210747A',49,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210747A',49,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210747A',49,JOINER,Username,,'AB210747A',
SUCCESS,21/07/2014 11:09,'AB210748A',50,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210748A',50,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210748A',50,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210748A',50,JOINER,Username,,'AB210748A',
SUCCESS,21/07/2014 11:09,'AB210749A',51,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210749A',51,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210749A',51,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210749A',51,JOINER,Username,,'AB210749A',
SUCCESS,21/07/2014 11:09,'AB210750A',52,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210750A',52,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210750A',52,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210750A',52,JOINER,Username,,'AB210750A',
SUCCESS,21/07/2014 11:09,'AB210751A',53,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210751A',53,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210751A',53,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210751A',53,JOINER,Username,,'AB210751A',
SUCCESS,21/07/2014 11:09,'AB210752A',54,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210752A',54,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210752A',54,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210752A',54,JOINER,Username,,'AB210752A',
SUCCESS,21/07/2014 11:09,'AB210753A',55,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210753A',55,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210753A',55,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210753A',55,JOINER,Username,,'AB210753A',
SUCCESS,21/07/2014 11:09,'AB210754A',56,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210754A',56,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210754A',56,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210754A',56,JOINER,Username,,'AB210754A',
SUCCESS,21/07/2014 11:09,'AB210755A',57,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210755A',57,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210755A',57,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210755A',57,JOINER,Username,,'AB210755A',
SUCCESS,21/07/2014 11:09,'AB210756A',58,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210756A',58,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210756A',58,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210756A',58,JOINER,Username,,'AB210756A',
SUCCESS,21/07/2014 11:09,'AB210757A',59,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210757A',59,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210757A',59,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210757A',59,JOINER,Username,,'AB210757A',
SUCCESS,21/07/2014 11:09,'AB210758A',60,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210758A',60,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210758A',60,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210758A',60,JOINER,Username,,'AB210758A',
SUCCESS,21/07/2014 11:09,'AB210759A',61,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210759A',61,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210759A',61,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210759A',61,JOINER,Username,,'AB210759A',
SUCCESS,21/07/2014 11:09,'AB210760A',62,JOINER,,,,Raised adjustment : Joiner (Default) : Joiner life event with effective date 26/05/2014
SUCCESS,21/07/2014 11:09,'AB210760A',62,JOINER,,,,Joiner successfully added.
SUCCESS,21/07/2014 11:09,'AB210760A',62,JOINER,Benefit effective date,,'26/05/2014',
SUCCESS,21/07/2014 11:09,'AB210760A',62,JOINER,Username,,'AB210760A',
INFO,21/07/2014 11:09,,,,,,,60 records processed
INFO,21/07/2014 11:09,,,,,,,0 records with errors
INFO,21/07/2014 11:09,,,,,,,60 successful records processed
